account,total_sent,avg_sent,max_sent,std_sent,n_sent,total_recv,avg_recv,max_recv,std_recv,n_recv,unique_dest,unique_source,drain_rate,tx_count,passthrough_ratio,fanout_ratio,degree_ratio,round_tx_count,small_round_tx_rate,cashout_rate,out_degree,in_degree,pagerank,betweenness,clustering,component_size,degree_ratio_graph,active_days,max_gap_days,burst_ratio,weekly_cv,max_weekly_txns,mean_weekly_txns,tx_velocity_1d,tx_velocity_7d,tx_velocity_30d,sudden_wakeup,small_round_txns,is_fraud
ACC000986,2624.4399999999996,1312.2199999999998,2373.99,1501.569534120881,2.0,30092.649999999998,3761.5812499999997,17990.62,6159.893214938151,8.0,2.0,8.0,0.0,10.0,0.0872119936234525,0.99999950000025,0.3333333333333333,0.0,0.0,0.0,2,8,0.0002451276150972969,0.00014305722288915568,0.0,5000,0.3333333333333333,159,31.94670138888889,1.0,0.0,1,1.0,1,1,1,0,0,0
ACC000987,11821.19,1182.1190000000001,5863.38,1739.893916807382,10.0,19355.260000000002,2765.037142857143,16472.33,6058.050971205492,7.0,10.0,7.0,0.0,17.0,0.6107481893495231,0.99999990000001,1.375,0.0,0.0,0.0,10,7,0.00013529625700138705,0.0064555822328931575,2.0758019510031176e-06,5000,1.375,160,27.388912037037038,1.647058823529412,0.3506714347510871,2,1.2142857142857142,1,1,2,0,0,0
ACC000988,733.87,244.62333333333333,453.97,184.36675468568987,3.0,56359.2,11271.84,46531.7,20057.560718861103,5.0,3.0,5.0,0.0,8.0,0.013021299095568758,0.9999996666667778,0.6666666666666666,0.0,0.0,0.0,3,5,0.00016715725711842155,0.005731292517006803,0.0,5000,0.6666666666666666,148,41.27828703703704,1.5,0.38729833462074176,2,1.3333333333333333,1,1,1,0,0,0
ACC000989,31106.68,2221.905714285714,16216.71,4114.214221494725,14.0,15004.67,1667.1855555555555,7327.96,2456.7076670063484,9.0,14.0,9.0,0.0,23.0,2.0731332310491912,0.9999999285714337,1.5,0.0,0.0,0.0,14,9,0.00017397482412292558,0.0018097238895558225,0.0,5000,1.5,148,28.7115625,2.782608695652174,0.5662198468208594,4,1.4375,1,1,3,0,0,0
ACC000990,15309.28,1701.0311111111112,5973.01,2384.0650925543355,9.0,57095.39,5190.49,39082.27,11370.448329507506,11.0,9.0,11.0,0.0,20.0,0.2681351331470346,0.9999998888889013,0.8333333333333334,0.0,0.0,0.0,9,11,0.00047983795006164176,0.001675670268107243,1.8795955667689668e-06,5000,0.8333333333333334,166,22.262083333333333,2.1,0.4523443208612048,3,1.4285714285714286,1,2,3,0,0,0
ACC000991,12764.74,2552.948,9249.66,3883.871134843431,5.0,31870.75,2276.4821428571427,23692.62,6187.724802259313,14.0,5.0,14.0,0.0,19.0,0.4005158334711133,0.99999980000004,0.4,0.0,0.0,0.0,5,14,0.00022896263293631982,0.000659263705482193,1.6006387156010877e-06,5000,0.4,160,28.699872685185184,2.2105263157894735,0.466659563835427,3,1.3571428571428572,1,1,1,0,0,0
ACC000992,18889.05,3148.1749999999997,6667.43,2768.894451868832,6.0,6859.1900000000005,979.8842857142857,5258.44,1895.816363776277,7.0,6.0,7.0,0.0,13.0,2.753830991304537,0.9999998333333611,0.875,0.0,0.0,0.0,6,7,4.2775374419322494e-05,1.5081409448201391e-05,0.0,5000,0.875,133,31.164618055555554,2.076923076923077,0.5029498781008469,3,1.4444444444444444,1,1,2,0,0,0
ACC000993,6307.62,901.0885714285714,2323.94,825.6824844016124,7.0,10515.17,1502.1671428571428,3426.46,1339.0689071977624,7.0,7.0,7.0,0.0,14.0,0.5998590607094455,0.9999998571428775,1.0,0.0,0.0,0.0,7,7,0.00013906956010504743,0.00048119247699079633,0.0,5000,1.0,166,28.581724537037037,1.4285714285714286,0.3688555567816588,2,1.4,1,2,3,0,0,0
ACC000994,3235.02,462.1457142857143,1134.72,365.0053937892399,7.0,21956.56,4391.312,16261.59,6700.501802105571,5.0,7.0,5.0,0.0,12.0,0.14733728780158015,0.9999998571428775,1.3333333333333333,0.0,0.0,0.0,7,5,0.0003038496816207616,5.402160864345739e-05,0.0,5000,1.3333333333333333,161,32.28707175925926,1.8333333333333335,0.27638539919628335,2,1.0909090909090908,1,2,4,0,0,0
ACC000995,52817.59,6602.19875,50000.0,17538.04307909477,8.0,11769.36,1681.337142857143,9809.83,3596.147967347442,7.0,8.0,7.0,0.0,15.0,4.487719807662632,0.9999998750000157,1.125,1.0,0.12499998437500197,0.0,8,7,8.128285429240496e-05,0.001288515406162465,0.0,5000,1.125,163,64.33410879629629,1.6,0.36181361349331637,2,1.25,1,2,3,0,0,0
ACC000996,6268.91,696.5455555555556,3306.16,1008.4571640148022,9.0,17655.21,1765.521,5882.17,1915.7914580225643,10.0,9.0,10.0,0.0,19.0,0.3550742245289026,0.9999998888889013,0.9090909090909091,0.0,0.0,0.0,9,10,0.00019329478693873604,0.0009613845538215287,0.0,5000,0.9090909090909091,155,21.007326388888888,3.1578947368421053,0.6306383974089318,4,1.2666666666666666,1,1,1,0,0,0
ACC000997,3189.55,637.9100000000001,1791.16,696.3879993581165,5.0,34421.92,8605.48,31175.64,15082.963072785135,4.0,5.0,4.0,0.0,9.0,0.09266043265184917,0.99999980000004,1.2,0.0,0.0,0.0,5,4,0.0001679343729900768,7.00280112044818e-05,0.0,5000,1.2,154,47.74732638888889,1.5555555555555554,0.3795166950355407,2,1.2857142857142858,1,1,1,0,0,0
ACC000998,29012.59,4144.655714285715,23577.98,8600.902387805707,7.0,3519.16,586.5266666666666,1753.76,595.588587219959,6.0,7.0,6.0,0.0,13.0,8.244180427078001,0.9999998571428775,1.1428571428571428,0.0,0.0,0.0,7,6,6.36136603224641e-05,0.0005332132853141257,0.0,5000,1.1428571428571428,137,52.26119212962963,1.5384615384615383,0.3715737627228061,2,1.3,1,2,3,0,0,0
ACC000999,3670.27,1835.135,2758.4,1305.6938846643957,2.0,140185.47,10783.497692307692,50000.0,18126.041350196112,13.0,2.0,13.0,0.0,15.0,0.026181529369440487,0.99999950000025,0.21428571428571427,0.0,0.0,0.0,2,13,0.0005067050297854599,0.0,0.0,5000,0.21428571428571427,139,67.58291666666666,1.4666666666666668,0.36998498468030955,2,1.3636363636363635,1,1,2,0,0,0
ACC001000,6321.4,1053.5666666666666,2439.94,1093.265509758113,6.0,39735.06,2483.44125,19482.23,4718.7890010578985,16.0,6.0,16.0,0.0,22.0,0.15908872416049985,0.9999998333333611,0.4117647058823529,0.0,0.0,0.0,6,16,0.00028458580705444304,0.004270708283313326,0.0,5000,0.4117647058823529,177,20.681585648148147,1.6363636363636362,0.3500121534107716,2,1.2222222222222223,1,1,1,0,0,0
ACC001001,62159.75,6215.975,43810.68,13478.14917028814,10.0,18571.84,2321.48,15375.53,5284.830223841498,8.0,10.0,8.0,0.0,18.0,3.3469893126719272,0.99999990000001,1.2222222222222223,0.0,0.0,0.0,10,8,0.00010348228502744647,0.002621048419367747,1.069742344346524e-06,5000,1.2222222222222223,157,39.513842592592596,1.6666666666666665,0.5105203241514897,3,1.8,1,1,4,0,0,0
ACC001002,4551.01,1137.7525,2491.44,1021.1042342279917,4.0,19259.89,2139.987777777778,7137.46,2588.907318647086,9.0,4.0,9.0,0.0,13.0,0.23629470364387883,0.9999997500000625,0.5,0.0,0.0,0.0,4,9,0.00013340115150442097,0.001633653461384554,0.0,5000,0.5,157,60.62413194444444,2.3076923076923075,0.5191911982388868,3,1.3,1,1,2,0,0,0
ACC001003,14186.460000000001,2837.2920000000004,9831.12,4020.9826827120264,5.0,5250.9800000000005,656.3725000000001,2878.82,950.1896000836585,8.0,5.0,8.0,0.0,13.0,2.7016785433001687,0.99999980000004,0.6666666666666666,0.0,0.0,0.0,5,8,7.95463743101932e-05,0.0016076430572228892,0.0,5000,0.6666666666666666,153,36.03114583333333,2.076923076923077,0.5029498781008469,3,1.4444444444444444,1,1,1,0,0,0
ACC001004,18515.82,2314.4775,8017.42,2803.901001914246,8.0,19505.8,2438.225,12876.75,4260.73400380062,8.0,8.0,8.0,0.0,16.0,0.9492468906197518,0.9999998750000157,1.0,0.0,0.0,0.0,8,8,0.00013321017783791462,0.000117046818727491,1.395642493932909e-06,5000,1.0,155,73.45203703703703,2.25,0.546651740141747,4,1.7777777777777777,1,1,2,0,0,0
ACC001005,18893.78,2699.1114285714284,12109.88,4200.6286510490645,7.0,7178.75,897.34375,2212.7,790.4330329624479,8.0,7.0,8.0,0.0,15.0,2.6319038826213608,0.9999998571428775,0.8888888888888888,0.0,0.0,0.0,7,8,7.910268402915167e-05,0.0005192076830732293,1.1475962908472663e-05,5000,0.8888888888888888,159,33.08287037037037,2.4,0.4972652484064488,3,1.25,1,1,1,0,0,0
ACC001006,19196.6,2399.575,6334.3,2420.3488987275014,8.0,16239.32,1623.932,4395.55,1523.2542925869088,10.0,8.0,10.0,0.0,18.0,1.1821061472289414,0.9999998750000157,0.8181818181818182,0.0,0.0,0.0,8,10,0.0001418283224790574,0.0027511004401760708,0.0,5000,0.8181818181818182,162,42.512939814814814,1.4444444444444444,0.3657114381135463,2,1.3846153846153846,1,2,3,0,0,0
ACC001007,15321.56,3830.39,12026.3,5548.8088835052395,4.0,4869.639999999999,1217.4099999999999,2948.15,1168.9722425275975,4.0,4.0,4.0,0.0,8.0,3.1463434662220733,0.9999997500000625,1.0,0.0,0.0,0.0,4,4,0.00011553104301770126,0.0,0.0,5000,1.0,125,42.587800925925926,1.75,0.33071891388307384,2,1.1428571428571428,1,1,3,0,0,0
ACC001008,45771.32,5085.702222222222,20565.86,6287.251513296128,9.0,52828.64,10565.728,49478.58,21756.483114278148,5.0,9.0,5.0,0.0,14.0,0.8664110982060789,0.9999998888889013,1.6666666666666667,0.0,0.0,0.0,9,5,0.00010327620577303937,0.0,0.0,5000,1.6666666666666667,151,32.70377314814815,1.8571428571428572,0.2575393768188564,2,1.0769230769230769,2,2,2,0,0,0
ACC001009,39144.369999999995,4893.046249999999,29080.44,9965.496712076032,8.0,28076.16,3119.5733333333333,10900.19,3647.483735587453,9.0,8.0,9.0,0.0,17.0,1.3942209332973516,0.9999998750000157,0.9,0.0,0.0,0.0,8,9,0.00026778958399900117,0.0021228491396558624,4.215543275277517e-06,5000,0.9,172,23.294594907407408,1.7647058823529411,0.3104698017127927,2,1.1333333333333333,1,1,2,0,0,0
ACC001010,22041.84,3148.8342857142857,13309.68,4670.596322269271,7.0,49278.74,4927.874,20372.57,6329.238795857067,10.0,7.0,10.0,0.0,17.0,0.44728903376086143,0.9999998571428775,0.7272727272727273,0.0,0.0,0.0,7,10,0.0004824355017573205,0.0014895958383353341,0.0,5000,0.7272727272727273,175,25.814502314814813,2.2941176470588234,0.4820898373782057,3,1.3076923076923077,1,1,3,0,0,0
ACC001011,2863.2400000000002,1431.6200000000001,2828.15,1974.9916662608985,2.0,10281.029999999999,1142.3366666666666,2600.45,1043.2930087947489,9.0,2.0,9.0,0.0,11.0,0.2784973878805434,0.99999950000025,0.3,0.0,0.0,0.0,2,9,0.00011538475609993111,0.0005482192877150861,0.0,5000,0.3,157,37.87079861111111,1.8181818181818181,0.28747978728803447,2,1.1,1,1,1,0,0,0
ACC001012,8989.08,898.908,2135.66,811.4944606068211,10.0,48971.51,3767.039230769231,17092.38,5620.837843872361,13.0,10.0,13.0,0.0,23.0,0.1835573377217987,0.99999990000001,0.7857142857142857,0.0,0.0,0.0,10,13,0.0003653699872993945,0.006449579831932773,1.0995109534547569e-05,5000,0.7857142857142857,176,44.93479166666667,2.0869565217391304,0.4697408542844452,4,1.9166666666666667,2,2,5,0,0,0
ACC001013,3092.04,515.34,1702.25,691.5196919828097,6.0,25250.75,2295.5227272727275,16999.78,4953.6537652990855,11.0,6.0,11.0,0.0,17.0,0.12245339246864138,0.9999998333333611,0.5833333333333334,0.0,0.0,0.0,6,11,0.0001742638160445191,0.004957983193277311,0.0,5000,0.5833333333333334,141,23.671979166666667,1.5294117647058822,0.36735282343519987,2,1.3076923076923077,1,1,1,0,0,0
ACC001014,8731.54,1091.4425,5761.6,1935.0989333567863,8.0,28162.12,2166.316923076923,8173.73,2651.5569458885366,13.0,8.0,13.0,0.0,21.0,0.31004555053703187,0.9999998750000157,0.6428571428571429,0.0,0.0,0.0,8,13,0.00019833748419648213,0.003045218087234894,8.439445324558366e-06,5000,0.6428571428571429,171,31.74420138888889,1.5238095238095237,0.3647341362881288,2,1.3125,1,2,3,0,0,0
ACC001015,12048.34,2008.0566666666666,6459.52,2673.2987701315146,6.0,8613.67,957.0744444444445,4839.01,1524.2509344765965,9.0,6.0,9.0,0.0,15.0,1.3987464110653476,0.9999998333333611,0.7,0.0,0.0,0.0,6,9,9.521876194801718e-05,0.0043317326930772315,0.0,5000,0.7,167,40.44089120370371,1.7999999999999998,0.4242640687119285,3,1.6666666666666667,1,1,1,0,0,0
ACC001016,21630.82,2403.4244444444444,7523.04,2692.627200561336,9.0,5888.55,841.2214285714286,1876.48,764.8783145361222,7.0,9.0,7.0,0.0,16.0,3.673369504602428,0.9999998888889013,1.25,0.0,0.0,0.0,9,7,0.00010678103337606579,0.0022288915566226492,0.0,5000,1.25,155,32.4140625,2.4375,0.4868050602311633,3,1.2307692307692308,1,1,2,0,0,0
ACC001017,4161.99,378.3627272727272,1470.35,420.20301560295604,11.0,17064.4,1551.309090909091,8819.85,2679.376328605053,11.0,11.0,11.0,0.0,22.0,0.24389899438340054,0.9999999090909174,1.0,0.0,0.0,0.0,11,11,0.00013614961409197455,0.01410264105642257,0.0,5000,1.0,148,19.415902777777777,1.9090909090909092,0.4810456929208347,3,1.5714285714285714,1,1,4,0,0,0
ACC001018,1004.1399999999999,251.03499999999997,494.59,220.45169606968324,4.0,6891.4400000000005,1148.5733333333335,2788.09,1282.966847719249,6.0,4.0,6.0,0.0,10.0,0.14570829897006887,0.9999997500000625,0.7142857142857143,0.0,0.0,0.0,4,6,7.366375772669357e-05,0.005097038815526211,5.780472269368807e-06,5000,0.7142857142857143,142,45.52608796296296,1.7999999999999998,0.30000000000000004,2,1.1111111111111112,1,1,1,0,0,0
ACC001019,10958.14,2191.6279999999997,7433.86,3002.012503683154,5.0,57363.18,9560.53,47970.72,19021.917997878132,6.0,5.0,6.0,0.0,11.0,0.19103090170051534,0.99999980000004,0.8571428571428571,0.0,0.0,0.0,5,6,0.00013208415968731408,0.0004201680672268908,0.0,5000,0.8571428571428571,177,77.32817129629629,1.8181818181818181,0.28747978728803447,2,1.1,1,1,1,0,0,0
ACC001020,8362.45,1194.6357142857144,5017.93,1801.3219609577216,7.0,79674.88,6128.836923076923,50000.0,13957.468839373174,13.0,7.0,13.0,0.0,20.0,0.10495717094139387,0.9999998571428775,0.5714285714285714,0.0,0.0,0.0,7,13,0.0003696585153125618,0.0006412565026010404,0.0,5000,0.5714285714285714,140,31.620787037037037,1.4,0.3594868137091668,2,1.4285714285714286,1,1,1,0,0,0
ACC001021,12027.810000000001,1718.2585714285717,9687.68,3525.9052407451745,7.0,7226.9,802.9888888888888,1838.19,665.5366766272998,9.0,7.0,9.0,0.0,16.0,1.6643111151857215,0.9999998571428775,0.8,0.0,0.0,0.0,7,9,0.00024079993329628166,0.0037234893957583037,0.0,5000,0.8,158,46.04920138888889,2.0625,0.563887178431998,3,1.4545454545454546,1,2,2,0,0,0
ACC001022,58595.84,5326.894545454546,28315.11,9336.673519984903,11.0,8440.380000000001,1205.7685714285715,5387.12,1878.910611830062,7.0,11.0,7.0,0.0,18.0,6.942322501244928,0.9999999090909174,1.5,0.0,0.0,0.0,11,7,0.00014044141016508632,0.0008163265306122449,0.0,5000,1.5,161,30.32824074074074,2.1666666666666665,0.4697648479246601,3,1.3846153846153846,1,2,2,0,0,0
ACC001023,28630.8,3578.85,25156.66,8728.411502763343,8.0,286.65999999999997,143.32999999999998,148.72,7.622611101190993,2.0,8.0,2.0,0.0,10.0,99.8772060982446,0.9999998750000157,3.0,0.0,0.0,0.0,8,2,3.3109908821910324e-05,0.0017466986794717888,5.736866546234455e-07,5000,3.0,90,35.49107638888889,1.4,0.37416573867739417,2,1.4285714285714286,1,1,1,0,0,0
ACC001024,48153.97,4377.6336363636365,18523.19,6279.941050026301,11.0,3757.38,751.476,2520.11,1010.4111003596507,5.0,11.0,5.0,0.0,16.0,12.815837095844488,0.9999999090909174,2.0,0.0,0.0,0.0,11,5,6.125900273169603e-05,0.0021658663465386157,0.0,5000,2.0,167,49.318773148148146,2.25,0.48850421045919723,3,1.3333333333333333,1,2,4,0,0,0
ACC001025,4643.66,580.4575,1200.11,451.1122833856651,8.0,6499.97,928.5671428571429,3085.05,1183.3059929665176,7.0,8.0,7.0,0.0,15.0,0.7144125279479115,0.9999998750000157,1.125,0.0,0.0,0.0,8,7,6.384028380068537e-05,0.0012925170068027211,0.0,5000,1.125,151,42.045462962962965,2.4,0.4972652484064488,3,1.25,1,1,3,0,0,0
ACC001026,22893.58,5723.395,12979.52,5839.495219454619,4.0,20514.839999999997,3419.1399999999994,19629.66,7943.245179247586,6.0,4.0,6.0,0.0,10.0,1.1159521594554993,0.9999997500000625,0.7142857142857143,0.0,0.0,0.0,4,6,0.00013914953829750112,0.0007863145258103242,0.0,5000,0.7142857142857143,156,48.17237268518519,1.0,0.0,1,1.0,1,1,1,0,0,0
ACC001027,9541.02,1590.17,3718.25,1327.3164995132097,6.0,21530.84,3075.8342857142857,15895.09,5787.585662910621,7.0,6.0,7.0,0.0,13.0,0.4431327342340971,0.9999998333333611,0.875,0.0,0.0,0.0,6,7,0.00010483046692973688,0.0006312525010004002,0.0,5000,0.875,164,54.971550925925925,1.6923076923076923,0.3422860840197998,2,1.1818181818181819,1,1,2,0,0,0
ACC001028,199791.4,5399.767567567567,18619.34,3802.517075724977,37.0,430614.96,8124.810566037736,19802.47,6070.740261358454,53.0,12.0,21.0,0.0,90.0,0.46396762434713373,0.3243243155588023,0.7037037037037037,0.0,0.0,0.0,12,21,0.0008855293615809089,0.0009033613445378151,1.4134003583057274e-05,5000,0.5909090909090909,157,32.29184027777778,6.355555555555556,1.9277185389553368,52,8.181818181818182,1,1,1,1,0,1
ACC001029,17334.42,2476.345714285714,6823.72,2939.6040453824,7.0,17616.34,1957.371111111111,5801.72,1860.526874405772,9.0,7.0,9.0,0.0,16.0,0.9839966757576205,0.9999998571428775,0.8,0.0,0.0,0.0,7,9,8.696691210301073e-05,0.002656338917476538,0.0,5000,0.8,156,19.532430555555557,1.75,0.31774445465112133,2,1.1428571428571428,1,1,1,0,0,0
ACC001030,145129.62,4397.867272727272,9815.0,3465.011234291197,33.0,270230.0,8717.09677419355,18151.11,6351.36584314712,31.0,19.0,19.0,0.0,64.0,0.5370596158807791,0.5757575583103771,1.0625,0.0,0.0,0.0,19,19,0.00028204092885932935,0.0007222889155662265,8.205318109176364e-06,5000,1.0,173,20.932997685185185,11.25,2.5636206301428683,40,3.5555555555555554,2,2,3,1,0,1
ACC001031,25015.980000000003,3573.711428571429,15991.52,5621.721597949122,7.0,12307.26,3076.815,4708.13,1875.038091319747,4.0,7.0,4.0,0.0,11.0,2.0326197706042923,0.9999998571428775,1.6,0.0,0.0,0.0,7,4,0.0001117620068267411,0.0,0.0,5000,1.6,164,35.46571759259259,1.8181818181818181,0.28747978728803447,2,1.1,1,2,4,0,0,0
ACC001032,9513.59,1585.5983333333334,4928.81,2109.5496083801077,6.0,30329.71,3032.971,10672.07,3711.8222003408696,10.0,6.0,10.0,0.0,16.0,0.31367230348349284,0.9999998333333611,0.6363636363636364,0.0,0.0,0.0,6,10,0.0003471145394391332,0.00048519407763105246,4.478025062261365e-06,5000,0.6363636363636364,167,30.43295138888889,2.4375,0.4868050602311633,3,1.2307692307692308,1,1,2,0,0,0
ACC001033,15415.55,3083.1099999999997,9172.97,3719.7133407495257,5.0,33973.51,5662.251666666667,28315.11,11233.67138291915,6.0,5.0,6.0,0.0,11.0,0.4537520556323514,0.99999980000004,0.8571428571428571,0.0,0.0,0.0,5,6,0.00012237110741954946,0.00040716286514605845,0.0,5000,0.8571428571428571,125,40.63665509259259,1.6363636363636362,0.36078426969062594,2,1.2222222222222223,1,1,1,0,0,0
ACC001034,14787.029999999999,2112.432857142857,11485.23,4198.426018750814,7.0,3079.23,342.13666666666666,971.18,321.6889009198172,9.0,7.0,9.0,0.0,16.0,4.8021843107523035,0.9999998571428775,0.8,0.0,0.0,0.0,7,9,4.339113172045863e-05,0.003236294517807123,5.182939636996555e-05,5000,0.8,165,35.91405092592593,1.75,0.31774445465112133,2,1.1428571428571428,1,2,2,0,0,0
ACC001035,14611.730000000001,2922.3460000000005,13040.61,5662.046744511211,5.0,11737.5,2347.5,8139.81,3351.4527111612365,5.0,5.0,5.0,0.0,10.0,1.2448758252400534,0.99999980000004,1.0,0.0,0.0,0.0,5,5,0.00010450897001597058,0.0002971188475390156,0.0,5000,1.0,117,31.0190625,1.6,0.3703280399090206,2,1.25,1,2,2,0,0,0
ACC001036,18453.940000000002,1845.3940000000002,3957.51,1394.610178016304,10.0,238359.35,4256.416964285714,9807.42,2732.009015249946,56.0,10.0,22.0,0.0,66.0,0.07742066757575308,0.99999990000001,0.19298245614035087,0.0,0.0,0.0,10,22,0.0005396361821111776,0.005359143657462985,9.48966655954389e-06,5000,0.4782608695652174,173,36.56302083333333,7.424242424242424,1.9643643072135077,35,4.714285714285714,1,1,2,1,0,0
ACC001037,4779.05,1194.7625,3252.17,1403.4236531039608,4.0,12906.16,2151.0266666666666,6236.44,2902.9083928341015,6.0,4.0,6.0,0.0,10.0,0.3702921705317235,0.9999997500000625,0.7142857142857143,0.0,0.0,0.0,4,6,0.00024124448418216845,0.0006582633053221289,0.0,5000,0.7142857142857143,146,44.06763888888889,1.6,0.3703280399090206,2,1.25,1,1,1,0,0,0
ACC001038,38212.52,7642.503999999999,34609.84,15091.654371927883,5.0,6781.68,1130.28,2158.64,735.8462356498129,6.0,5.0,6.0,0.0,11.0,5.634668694831564,0.99999980000004,0.8571428571428571,0.0,0.0,0.0,5,6,0.00022419131718113297,0.00041816726690676275,0.0,5000,0.8571428571428571,152,49.75202546296296,2.1818181818181817,0.54110822483116,3,1.375,1,2,2,0,0,0
ACC001039,28016.269999999997,2801.6269999999995,14738.8,4359.25670956529,10.0,22944.73,2085.8845454545453,7017.72,2228.6884621515123,11.0,10.0,11.0,0.0,21.0,1.2210328907238814,0.99999990000001,0.9166666666666666,0.0,0.0,0.0,10,11,0.00032473844557137405,0.008687474989995999,0.0,5000,0.9166666666666666,160,30.738344907407406,2.142857142857143,0.5262774268664339,3,1.4,1,2,2,0,0,0
ACC001040,7436.820000000001,676.0745454545455,2644.6,759.5069801438777,11.0,52748.26,10549.652,50000.0,22073.02508284875,5.0,11.0,5.0,0.0,16.0,0.1409870202326866,0.9999999090909174,2.0,0.0,0.0,0.0,11,5,0.0002858975465484206,0.0018957583033213285,0.0,5000,2.0,173,32.62810185185185,1.625,0.3563048203434806,2,1.2307692307692308,1,1,2,0,0,0
ACC001041,15224.880000000001,2537.48,5612.13,2277.598793273302,6.0,75653.3,6877.572727272727,50000.0,14605.48996493448,11.0,6.0,11.0,0.0,17.0,0.20124541824082698,0.9999998333333611,0.5833333333333334,0.0,0.0,0.0,6,11,0.0004186494573748018,2.9011604641856745e-05,9.773496189209242e-06,5000,0.5833333333333334,134,29.48443287037037,2.8235294117647056,0.6355317440318964,4,1.4166666666666667,1,1,2,0,0,0
ACC001042,57363.479999999996,6373.719999999999,50000.0,16392.231059971673,9.0,10652.1,968.3727272727273,3272.15,1096.9650839027731,11.0,9.0,11.0,0.0,20.0,5.385180386460399,0.9999998888889013,0.8333333333333334,1.0,0.11111109876543349,0.0,9,11,0.0001232213656908408,0.00992797118847539,0.0,5000,0.8333333333333334,167,19.734513888888888,2.4,0.4618802153517006,3,1.25,1,1,2,0,0,0
ACC001043,23032.76,2093.8872727272724,12101.41,3447.230198455249,11.0,6569.29,729.9211111111111,1914.22,659.2058215467389,9.0,11.0,9.0,0.0,20.0,3.5061262322859656,0.9999999090909174,1.2,0.0,0.0,0.0,11,9,0.00010642942352662361,0.003007202881152461,7.488630738666461e-06,5000,1.2,164,23.165983796296295,1.6,0.35777087639996635,2,1.25,1,1,2,0,0,0
ACC001044,14898.38,1862.2975,11539.14,3954.3381852222938,8.0,18488.82,1848.882,7339.37,2508.3725902345527,10.0,8.0,10.0,0.0,18.0,0.805804805238744,0.9999998750000157,0.8181818181818182,0.0,0.0,0.0,8,10,0.0001741638125368759,0.006588635454181673,0.0,5000,0.8181818181818182,164,37.946921296296296,2.1666666666666665,0.4697648479246601,3,1.3846153846153846,1,1,1,0,0,0
ACC001045,57270.11,6363.345555555556,50000.0,16387.455343548696,9.0,342610.97000000003,5806.9655932203395,50000.0,6618.704339467072,59.0,9.0,20.0,0.0,68.0,0.1671578408590736,0.9999998888889013,0.16666666666666666,1.0,0.11111109876543349,0.0,9,20,0.0008241863945340951,0.0009853941576630652,6.323570713684285e-06,5000,0.47619047619047616,165,36.547210648148145,9.75,2.631894198169363,51,5.230769230769231,1,1,1,1,0,0
ACC001046,9395.89,1879.1779999999999,5433.21,2246.4622030138853,5.0,6843.5199999999995,977.6457142857142,4619.74,1625.1518765626913,7.0,5.0,7.0,0.0,12.0,1.3729615751290327,0.99999980000004,0.75,0.0,0.0,0.0,5,7,0.00015644671394299538,0.0001520608243297319,0.0,5000,0.75,153,23.14408564814815,1.8333333333333335,0.27638539919628335,2,1.0909090909090908,1,1,2,0,0,0
ACC001047,76363.24,6942.112727272728,50000.0,14661.325909390385,11.0,9365.880000000001,1873.1760000000002,3592.29,1202.1373643764675,5.0,11.0,5.0,0.0,16.0,8.153343838683247,0.9999999090909174,2.0,1.0,0.09090908264462885,0.0,11,5,0.00015728378496477586,0.00044617847138855545,0.0,5000,2.0,162,31.96346064814815,1.625,0.3563048203434806,2,1.2307692307692308,1,1,3,0,0,0
ACC001048,14512.199999999999,1814.0249999999999,10870.93,3703.1709463300313,8.0,16889.33,2412.761428571429,14133.62,5188.313008786924,7.0,8.0,7.0,0.0,15.0,0.8592525576290323,0.9999998750000157,1.125,0.0,0.0,0.0,8,7,9.23055539401484e-05,0.0013905562224889956,0.0,5000,1.125,144,32.971550925925925,2.9333333333333336,0.6779052703405953,4,1.3636363636363635,1,1,2,0,0,0
ACC001049,22545.88,2505.097777777778,5859.02,2163.5660270649114,9.0,14004.42,2800.884,7241.86,3263.244805102737,5.0,9.0,5.0,0.0,14.0,1.6099117277538155,0.9999998888889013,1.6666666666666667,0.0,0.0,0.0,9,5,0.00015584931595919666,0.0003621448579431773,0.0,5000,1.6666666666666667,146,37.53623842592592,2.142857142857143,0.49943278484292936,3,1.4,1,1,1,0,0,0
ACC001050,3357.8399999999997,1119.28,2880.24,1530.0003312744739,3.0,1031.95,343.98333333333335,545.74,215.3166157855295,3.0,3.0,3.0,0.0,6.0,3.2538785762353997,0.9999996666667778,1.0,0.0,0.0,0.0,3,3,4.3155840781704597e-05,0.0004091636654661865,0.0,5000,1.0,160,58.02607638888889,1.6666666666666667,0.37267799624996506,2,1.2,1,1,1,0,0,0
ACC001051,18205.92,2600.845714285714,12538.97,4440.875880855251,7.0,30278.420000000002,5046.403333333334,11064.02,3835.326422565186,6.0,7.0,6.0,0.0,13.0,0.6012836865133224,0.9999998571428775,1.1428571428571428,0.0,0.0,0.0,7,6,0.0001964890377192782,2.0008003201280513e-06,0.0,5000,1.1428571428571428,165,49.00887731481482,1.8461538461538463,0.2664693550105965,2,1.0833333333333333,1,1,1,0,0,0
