account,lifecycle_stage,rule_stage,risk_level,early_flag,is_fraud
ACC001261,Laundering,Laundering,5,0,1
ACC001262,Recruitment,Recruitment,2,1,0
ACC001263,Recruitment,Recruitment,2,1,0
ACC001264,Recruitment,Recruitment,2,1,0
ACC001265,Recruitment,Recruitment,2,1,0
ACC001266,Recruitment,Recruitment,2,1,0
ACC001267,Recruitment,Recruitment,2,1,0
ACC001268,Recruitment,Recruitment,2,1,0
ACC001269,Recruitment,Recruitment,2,1,0
ACC001270,Recruitment,Recruitment,2,1,0
ACC001271,Recruitment,Recruitment,2,1,0
ACC001272,Recruitment,Recruitment,2,1,0
ACC001273,Recruitment,Recruitment,2,1,0
ACC001274,Recruitment,Recruitment,2,1,0
ACC001275,Recruitment,Recruitment,2,1,0
ACC001276,Recruitment,Recruitment,2,1,0
ACC001277,Laundering,Laundering,5,0,1
ACC001278,Recruitment,Normal,2,1,0
ACC001279,Recruitment,Recruitment,2,1,0
ACC001280,Recruitment,Recruitment,2,1,0
ACC001281,Recruitment,Normal,2,1,0
ACC001282,Laundering,Laundering,5,0,1
ACC001283,Recruitment,Recruitment,2,1,0
ACC001284,Laundering,Laundering,5,0,1
ACC001285,Recruitment,Normal,2,1,0
ACC001286,Recruitment,Recruitment,2,1,0
ACC001287,Laundering,Laundering,5,0,1
ACC001288,Recruitment,Recruitment,2,1,0
ACC001289,Recruitment,Normal,2,1,0
ACC001290,Recruitment,Recruitment,2,1,0
ACC001291,Recruitment,Recruitment,2,1,0
ACC001292,Recruitment,Normal,2,1,0
ACC001293,Recruitment,Recruitment,2,1,0
ACC001294,Recruitment,Recruitment,2,1,0
ACC001295,Recruitment,Recruitment,2,1,0
ACC001296,Recruitment,Recruitment,2,1,0
ACC001297,Recruitment,Recruitment,2,1,0
ACC001298,Recruitment,Recruitment,2,1,0
ACC001299,Recruitment,Recruitment,2,1,0
ACC001300,Recruitment,Recruitment,2,1,0
ACC001301,Recruitment,Recruitment,2,1,0
ACC001302,Recruitment,Recruitment,2,1,0
ACC001303,Recruitment,Recruitment,2,1,0
ACC001304,Recruitment,Recruitment,2,1,0
ACC001305,Recruitment,Recruitment,2,1,0
ACC001306,Recruitment,Recruitment,2,1,0
ACC001307,Recruitment,Recruitment,2,1,0
ACC001308,Recruitment,Recruitment,2,1,0
ACC001309,Recruitment,Recruitment,2,1,0
ACC001310,Recruitment,Recruitment,2,1,0
ACC001311,Recruitment,Recruitment,2,1,0
ACC001312,Recruitment,Recruitment,2,1,0
ACC001313,Recruitment,Recruitment,2,1,0
ACC001314,Recruitment,Recruitment,2,1,0
ACC001315,Recruitment,Recruitment,2,1,0
ACC001316,Laundering,Laundering,5,0,1
ACC001317,Recruitment,Recruitment,2,1,0
ACC001318,Recruitment,Normal,2,1,0
ACC001319,Recruitment,Recruitment,2,1,0
ACC001320,Recruitment,Recruitment,2,1,0
ACC001321,Recruitment,Recruitment,2,1,0
ACC001322,Recruitment,Recruitment,2,1,0
ACC001323,Recruitment,Recruitment,2,1,0
ACC001324,Recruitment,Recruitment,2,1,0
ACC001325,Recruitment,Recruitment,2,1,0
ACC001326,Recruitment,Recruitment,2,1,0
ACC001327,Recruitment,Normal,2,1,0
ACC001328,Laundering,Laundering,5,0,1
ACC001329,Recruitment,Recruitment,2,1,0
ACC001330,Recruitment,Recruitment,2,1,0
ACC001331,Recruitment,Recruitment,2,1,0
ACC001332,Recruitment,Normal,2,1,0
ACC001333,Recruitment,Recruitment,2,1,0
ACC001334,Laundering,Laundering,5,0,1
ACC001335,Recruitment,Recruitment,2,1,0
ACC001336,Recruitment,Recruitment,2,1,0
ACC001337,Laundering,Laundering,5,0,1
ACC001338,Recruitment,Recruitment,2,1,0
ACC001339,Recruitment,Recruitment,2,1,0
ACC001340,Recruitment,Recruitment,2,1,0
ACC001341,Recruitment,Recruitment,2,1,0
ACC001342,Recruitment,Recruitment,2,1,0
ACC001343,Recruitment,Recruitment,2,1,0
ACC001344,Recruitment,Recruitment,2,1,0
ACC001345,Recruitment,Recruitment,2,1,0
ACC001346,Recruitment,Recruitment,2,1,0
ACC001347,Recruitment,Recruitment,2,1,0
ACC001348,Recruitment,Recruitment,2,1,0
ACC001349,Recruitment,Recruitment,2,1,0
ACC001350,Laundering,Laundering,5,0,1
ACC001351,Recruitment,Recruitment,2,1,0
ACC001352,Recruitment,Recruitment,2,1,0
ACC001353,Recruitment,Recruitment,2,1,0
ACC001354,Recruitment,Recruitment,2,1,0
ACC001355,Recruitment,Recruitment,2,1,0
ACC001356,Recruitment,Recruitment,2,1,0
ACC001357,Recruitment,Recruitment,2,1,0
ACC001358,Recruitment,Recruitment,2,1,0
ACC001359,Recruitment,Recruitment,2,1,0
ACC001360,Recruitment,Recruitment,2,1,0
ACC001361,Recruitment,Recruitment,2,1,0
ACC001362,Laundering,Normal,5,0,1
ACC001363,Recruitment,Recruitment,2,1,0
ACC001364,Recruitment,Recruitment,2,1,0
ACC001365,Recruitment,Normal,2,1,0
ACC001366,Laundering,Laundering,5,0,1
ACC001367,Recruitment,Recruitment,2,1,0
ACC001368,Recruitment,Recruitment,2,1,0
ACC001369,Recruitment,Recruitment,2,1,0
ACC001370,Recruitment,Recruitment,2,1,0
ACC001371,Recruitment,Recruitment,2,1,0
ACC001372,Recruitment,Recruitment,2,1,0
ACC001373,Recruitment,Recruitment,2,1,0
ACC001374,Recruitment,Recruitment,2,1,0
ACC001375,Recruitment,Recruitment,2,1,0
ACC001376,Recruitment,Recruitment,2,1,0
ACC001377,Recruitment,Recruitment,2,1,0
ACC001378,Recruitment,Recruitment,2,1,0
ACC001379,Recruitment,Normal,2,1,0
ACC001380,Recruitment,Recruitment,2,1,0
ACC001381,Recruitment,Recruitment,2,1,0
ACC001382,Recruitment,Recruitment,2,1,0
ACC001383,Recruitment,Recruitment,2,1,0
ACC001384,Recruitment,Recruitment,2,1,0
ACC001385,Recruitment,Recruitment,2,1,0
ACC001386,Recruitment,Recruitment,2,1,0
ACC001387,Recruitment,Recruitment,2,1,0
ACC001388,Recruitment,Recruitment,2,1,0
ACC001389,Recruitment,Recruitment,2,1,0
ACC001390,Recruitment,Recruitment,2,1,0
ACC001391,Recruitment,Recruitment,2,1,0
ACC001392,Recruitment,Recruitment,2,1,0
ACC001393,Recruitment,Recruitment,2,1,0
ACC001394,Recruitment,Recruitment,2,1,0
ACC001395,Recruitment,Recruitment,2,1,0
ACC001396,Recruitment,Normal,2,1,0
ACC001397,Recruitment,Recruitment,2,1,0
ACC001398,Recruitment,Recruitment,2,1,0
ACC001399,Recruitment,Recruitment,2,1,0
ACC001400,Recruitment,Recruitment,2,1,0
ACC001401,Recruitment,Recruitment,2,1,0
ACC001402,Laundering,Laundering,5,0,1
ACC001403,Recruitment,Recruitment,2,1,0
ACC001404,Recruitment,Recruitment,2,1,0
ACC001405,Recruitment,Recruitment,2,1,0
ACC001406,Recruitment,Recruitment,2,1,0
ACC001407,Recruitment,Recruitment,2,1,0
ACC001408,Recruitment,Normal,2,1,0
ACC001409,Recruitment,Recruitment,2,1,0
ACC001410,Recruitment,Normal,2,1,0
ACC001411,Recruitment,Recruitment,2,1,0
ACC001412,Recruitment,Recruitment,2,1,0
ACC001413,Recruitment,Recruitment,2,1,0
ACC001414,Recruitment,Recruitment,2,1,0
ACC001415,Recruitment,Recruitment,2,1,0
ACC001416,Recruitment,Recruitment,2,1,0
ACC001417,Recruitment,Recruitment,2,1,0
ACC001418,Recruitment,Recruitment,2,1,0
ACC001419,Laundering,Laundering,5,0,1
ACC001420,Recruitment,Normal,2,1,0
ACC001421,Recruitment,Recruitment,2,1,0
ACC001422,Recruitment,Recruitment,2,1,0
ACC001423,Recruitment,Recruitment,2,1,0
ACC001424,Recruitment,Recruitment,2,1,0
ACC001425,Recruitment,Recruitment,2,1,0
ACC001426,Recruitment,Recruitment,2,1,0
ACC001427,Recruitment,Normal,2,1,0
ACC001428,Recruitment,Recruitment,2,1,0
ACC001429,Recruitment,Recruitment,2,1,0
ACC001430,Recruitment,Recruitment,2,1,0
ACC001431,Recruitment,Recruitment,2,1,0
ACC001432,Recruitment,Recruitment,2,1,0
ACC001433,Recruitment,Recruitment,2,1,0
ACC001434,Recruitment,Normal,2,1,0
ACC001435,Recruitment,Recruitment,2,1,0
ACC001436,Recruitment,Recruitment,2,1,0
ACC001437,Recruitment,Recruitment,2,1,0
ACC001438,Recruitment,Recruitment,2,1,0
ACC001439,Recruitment,Recruitment,2,1,0
ACC001440,Recruitment,Recruitment,2,1,0
ACC001441,Recruitment,Recruitment,2,1,0
ACC001442,Recruitment,Recruitment,2,1,0
ACC001443,Recruitment,Recruitment,2,1,0
ACC001444,Recruitment,Recruitment,2,1,0
ACC001445,Recruitment,Normal,2,1,0
ACC001446,Recruitment,Recruitment,2,1,0
ACC001447,Recruitment,Recruitment,2,1,0
ACC001448,Recruitment,Normal,2,1,0
ACC001449,Recruitment,Recruitment,2,1,0
ACC001450,Recruitment,Recruitment,2,1,0
ACC001451,Recruitment,Recruitment,2,1,0
ACC001452,Recruitment,Recruitment,2,1,0
ACC001453,Recruitment,Recruitment,2,1,0
ACC001454,Recruitment,Recruitment,2,1,0
ACC001455,Recruitment,Recruitment,2,1,0
ACC001456,Recruitment,Recruitment,2,1,0
ACC001457,Recruitment,Recruitment,2,1,0
ACC001458,Recruitment,Recruitment,2,1,0
ACC001459,Recruitment,Recruitment,2,1,0
ACC001460,Recruitment,Recruitment,2,1,0
ACC001461,Recruitment,Recruitment,2,1,0
ACC001462,Recruitment,Recruitment,2,1,0
ACC001463,Recruitment,Recruitment,2,1,0
ACC001464,Recruitment,Recruitment,2,1,0
ACC001465,Recruitment,Recruitment,2,1,0
ACC001466,Recruitment,Recruitment,2,1,0
ACC001467,Recruitment,Normal,2,1,0
ACC001468,Recruitment,Recruitment,2,1,0
ACC001469,Recruitment,Normal,2,1,0
ACC001470,Recruitment,Recruitment,2,1,0
ACC001471,Recruitment,Recruitment,2,1,0
ACC001472,Recruitment,Recruitment,2,1,0
ACC001473,Recruitment,Recruitment,2,1,0
ACC001474,Recruitment,Recruitment,2,1,0
ACC001475,Recruitment,Recruitment,2,1,0
ACC001476,Recruitment,Recruitment,2,1,0
ACC001477,Recruitment,Recruitment,2,1,0
ACC001478,Recruitment,Recruitment,2,1,0
ACC001479,Recruitment,Recruitment,2,1,0
ACC001480,Recruitment,Recruitment,2,1,0
ACC001481,Recruitment,Recruitment,2,1,0
ACC001482,Recruitment,Recruitment,2,1,0
ACC001483,Recruitment,Recruitment,2,1,0
ACC001484,Recruitment,Recruitment,2,1,0
ACC001485,Recruitment,Recruitment,2,1,0
ACC001486,Recruitment,Recruitment,2,1,0
ACC001487,Recruitment,Normal,2,1,0
ACC001488,Recruitment,Recruitment,2,1,0
ACC001489,Recruitment,Recruitment,2,1,0
ACC001490,Recruitment,Recruitment,2,1,0
ACC001491,Recruitment,Recruitment,2,1,0
ACC001492,Recruitment,Recruitment,2,1,0
ACC001493,Recruitment,Recruitment,2,1,0
ACC001494,Recruitment,Recruitment,2,1,0
ACC001495,Recruitment,Recruitment,2,1,0
ACC001496,Recruitment,Recruitment,2,1,0
ACC001497,Recruitment,Normal,2,1,0
ACC001498,Recruitment,Recruitment,2,1,0
ACC001499,Recruitment,Recruitment,2,1,0
ACC001500,Laundering,Laundering,5,0,1
ACC001501,Recruitment,Normal,2,1,0
ACC001502,Recruitment,Recruitment,2,1,0
ACC001503,Recruitment,Recruitment,2,1,0
ACC001504,Recruitment,Recruitment,2,1,0
ACC001505,Recruitment,Recruitment,2,1,0
ACC001506,Recruitment,Recruitment,2,1,0
ACC001507,Recruitment,Normal,2,1,0
ACC001508,Recruitment,Recruitment,2,1,0
ACC001509,Recruitment,Recruitment,2,1,0
ACC001510,Recruitment,Recruitment,2,1,0
ACC001511,Recruitment,Recruitment,2,1,0
ACC001512,Recruitment,Recruitment,2,1,0
ACC001513,Recruitment,Normal,2,1,0
ACC001514,Recruitment,Recruitment,2,1,0
ACC001515,Recruitment,Recruitment,2,1,0
ACC001516,Laundering,Laundering,5,0,1
ACC001517,Laundering,Laundering,5,0,1
ACC001518,Recruitment,Recruitment,2,1,0
ACC001519,Recruitment,Recruitment,2,1,0
ACC001520,Recruitment,Normal,2,1,0
ACC001521,Recruitment,Recruitment,2,1,0
ACC001522,Recruitment,Normal,2,1,0
ACC001523,Recruitment,Recruitment,2,1,0
ACC001524,Recruitment,Recruitment,2,1,0
ACC001525,Recruitment,Recruitment,2,1,0
ACC001526,Recruitment,Recruitment,2,1,0
ACC001527,Recruitment,Normal,2,1,0
ACC001528,Recruitment,Recruitment,2,1,0
ACC001529,Recruitment,Recruitment,2,1,0
ACC001530,Recruitment,Recruitment,2,1,0
ACC001531,Recruitment,Recruitment,2,1,0
ACC001532,Recruitment,Recruitment,2,1,0
ACC001533,Recruitment,Recruitment,2,1,0
ACC001534,Recruitment,Recruitment,2,1,0
ACC001535,Recruitment,Recruitment,2,1,0
ACC001536,Recruitment,Recruitment,2,1,0
ACC001537,Recruitment,Normal,2,1,0
ACC001538,Recruitment,Recruitment,2,1,0
ACC001539,Recruitment,Normal,2,1,0
ACC001540,Recruitment,Recruitment,2,1,0
ACC001541,Recruitment,Recruitment,2,1,0
ACC001542,Recruitment,Recruitment,2,1,0
ACC001543,Recruitment,Recruitment,2,1,0
ACC001544,Recruitment,Recruitment,2,1,0
ACC001545,Recruitment,Normal,2,1,0
ACC001546,Recruitment,Recruitment,2,1,0
ACC001547,Recruitment,Recruitment,2,1,0
ACC001548,Recruitment,Normal,2,1,0
ACC001549,Recruitment,Recruitment,2,1,0
ACC001550,Recruitment,Recruitment,2,1,0
ACC001551,Recruitment,Recruitment,2,1,0
ACC001552,Recruitment,Recruitment,2,1,0
ACC001553,Recruitment,Normal,2,1,0
ACC001554,Recruitment,Recruitment,2,1,0
ACC001555,Recruitment,Recruitment,2,1,0
ACC001556,Recruitment,Recruitment,2,1,0
ACC001557,Recruitment,Normal,2,1,0
ACC001558,Recruitment,Recruitment,2,1,0
ACC001559,Recruitment,Recruitment,2,1,0
ACC001560,Recruitment,Recruitment,2,1,0
ACC001561,Recruitment,Recruitment,2,1,0
ACC001562,Laundering,Laundering,5,0,1
ACC001563,Recruitment,Recruitment,2,1,0
ACC001564,Recruitment,Recruitment,2,1,0
ACC001565,Recruitment,Recruitment,2,1,0
ACC001566,Recruitment,Recruitment,2,1,0
ACC001567,Recruitment,Recruitment,2,1,0
ACC001568,Recruitment,Normal,2,1,0
ACC001569,Recruitment,Recruitment,2,1,0
ACC001570,Recruitment,Recruitment,2,1,0
ACC001571,Recruitment,Recruitment,2,1,0
ACC001572,Recruitment,Recruitment,2,1,0
ACC001573,Recruitment,Recruitment,2,1,0
ACC001574,Recruitment,Recruitment,2,1,0
ACC001575,Recruitment,Recruitment,2,1,0
ACC001576,Recruitment,Recruitment,2,1,0
ACC001577,Recruitment,Recruitment,2,1,0
ACC001578,Recruitment,Recruitment,2,1,0
ACC001579,Recruitment,Recruitment,2,1,0
ACC001580,Recruitment,Recruitment,2,1,0
ACC001581,Recruitment,Recruitment,2,1,0
ACC001582,Recruitment,Recruitment,2,1,0
ACC001583,Recruitment,Recruitment,2,1,0
ACC001584,Recruitment,Recruitment,2,1,0
ACC001585,Recruitment,Normal,2,1,0
ACC001586,Recruitment,Normal,2,1,0
ACC001587,Recruitment,Recruitment,2,1,0
ACC001588,Recruitment,Recruitment,2,1,0
ACC001589,Recruitment,Recruitment,2,1,0
ACC001590,Recruitment,Recruitment,2,1,0
ACC001591,Recruitment,Recruitment,2,1,0
ACC001592,Recruitment,Recruitment,2,1,0
ACC001593,Laundering,Laundering,5,0,1
ACC001594,Recruitment,Normal,2,1,0
ACC001595,Recruitment,Recruitment,2,1,0
ACC001596,Recruitment,Recruitment,2,1,0
ACC001597,Recruitment,Recruitment,2,1,0
ACC001598,Recruitment,Normal,2,1,0
ACC001599,Recruitment,Normal,2,1,0
ACC001600,Recruitment,Recruitment,2,1,0
ACC001601,Recruitment,Recruitment,2,1,0
ACC001602,Recruitment,Normal,2,1,0
ACC001603,Recruitment,Recruitment,2,1,0
ACC001604,Recruitment,Normal,2,1,0
ACC001605,Recruitment,Recruitment,2,1,0
ACC001606,Recruitment,Recruitment,2,1,0
ACC001607,Recruitment,Recruitment,2,1,0
ACC001608,Recruitment,Recruitment,2,1,0
ACC001609,Recruitment,Recruitment,2,1,0
ACC001610,Recruitment,Recruitment,2,1,0
ACC001611,Recruitment,Recruitment,2,1,0
ACC001612,Recruitment,Recruitment,2,1,0
ACC001613,Recruitment,Recruitment,2,1,0
ACC001614,Recruitment,Recruitment,2,1,0
ACC001615,Recruitment,Normal,2,1,0
ACC001616,Recruitment,Recruitment,2,1,0
ACC001617,Recruitment,Recruitment,2,1,0
ACC001618,Recruitment,Recruitment,2,1,0
ACC001619,Recruitment,Recruitment,2,1,0
ACC001620,Recruitment,Normal,2,1,0
ACC001621,Recruitment,Recruitment,2,1,0
ACC001622,Recruitment,Recruitment,2,1,0
ACC001623,Recruitment,Recruitment,2,1,0
ACC001624,Recruitment,Recruitment,2,1,0
ACC001625,Laundering,Laundering,5,0,1
ACC001626,Laundering,Laundering,5,0,1
ACC001627,Recruitment,Recruitment,2,1,0
ACC001628,Laundering,Normal,5,0,1
ACC001629,Recruitment,Recruitment,2,1,0
ACC001630,Recruitment,Recruitment,2,1,0
ACC001631,Recruitment,Recruitment,2,1,0
ACC001632,Recruitment,Recruitment,2,1,0
ACC001633,Recruitment,Recruitment,2,1,0
ACC001634,Recruitment,Recruitment,2,1,0
ACC001635,Recruitment,Recruitment,2,1,0
ACC001636,Recruitment,Recruitment,2,1,0
ACC001637,Laundering,Laundering,5,0,1
ACC001638,Recruitment,Recruitment,2,1,0
ACC001639,Recruitment,Recruitment,2,1,0
ACC001640,Recruitment,Recruitment,2,1,0
ACC001641,Recruitment,Recruitment,2,1,0
ACC001642,Recruitment,Recruitment,2,1,0
ACC001643,Recruitment,Recruitment,2,1,0
ACC001644,Recruitment,Recruitment,2,1,0
ACC001645,Recruitment,Recruitment,2,1,0
ACC001646,Recruitment,Recruitment,2,1,0
ACC001647,Recruitment,Recruitment,2,1,0
ACC001648,Recruitment,Recruitment,2,1,0
ACC001649,Recruitment,Recruitment,2,1,0
ACC001650,Recruitment,Recruitment,2,1,0
ACC001651,Recruitment,Recruitment,2,1,0
ACC001652,Recruitment,Recruitment,2,1,0
ACC001653,Recruitment,Recruitment,2,1,0
ACC001654,Recruitment,Recruitment,2,1,0
ACC001655,Recruitment,Recruitment,2,1,0
ACC001656,Recruitment,Recruitment,2,1,0
ACC001657,Recruitment,Recruitment,2,1,0
ACC001658,Recruitment,Recruitment,2,1,0
ACC001659,Recruitment,Recruitment,2,1,0
ACC001660,Recruitment,Normal,2,1,0
ACC001661,Recruitment,Recruitment,2,1,0
ACC001662,Recruitment,Recruitment,2,1,0
ACC001663,Recruitment,Recruitment,2,1,0
ACC001664,Recruitment,Recruitment,2,1,0
ACC001665,Recruitment,Recruitment,2,1,0
ACC001666,Recruitment,Recruitment,2,1,0
ACC001667,Recruitment,Recruitment,2,1,0
ACC001668,Laundering,Laundering,5,0,1
ACC001669,Recruitment,Recruitment,2,1,0
ACC001670,Recruitment,Normal,2,1,0
ACC001671,Recruitment,Recruitment,2,1,0
ACC001672,Recruitment,Recruitment,2,1,0
ACC001673,Recruitment,Recruitment,2,1,0
ACC001674,Recruitment,Recruitment,2,1,0
ACC001675,Recruitment,Recruitment,2,1,0
ACC001676,Recruitment,Recruitment,2,1,0
ACC001677,Recruitment,Recruitment,2,1,0
ACC001678,Recruitment,Recruitment,2,1,0
ACC001679,Recruitment,Recruitment,2,1,0
ACC001680,Recruitment,Recruitment,2,1,0
ACC001681,Recruitment,Normal,2,1,0
ACC001682,Recruitment,Recruitment,2,1,0
ACC001683,Recruitment,Recruitment,2,1,0
ACC001684,Recruitment,Recruitment,2,1,0
ACC001685,Recruitment,Normal,2,1,0
ACC001686,Recruitment,Normal,2,1,0
ACC001687,Recruitment,Recruitment,2,1,0
ACC001688,Recruitment,Recruitment,2,1,0
ACC001689,Recruitment,Recruitment,2,1,0
ACC001690,Recruitment,Recruitment,2,1,0
ACC001691,Recruitment,Recruitment,2,1,0
ACC001692,Recruitment,Recruitment,2,1,0
ACC001693,Recruitment,Recruitment,2,1,0
ACC001694,Recruitment,Normal,2,1,0
ACC001695,Recruitment,Recruitment,2,1,0
ACC001696,Recruitment,Recruitment,2,1,0
ACC001697,Recruitment,Recruitment,2,1,0
ACC001698,Recruitment,Recruitment,2,1,0
ACC001699,Recruitment,Normal,2,1,0
ACC001700,Recruitment,Recruitment,2,1,0
ACC001701,Recruitment,Recruitment,2,1,0
ACC001702,Laundering,Laundering,5,0,1
ACC001703,Recruitment,Recruitment,2,1,0
ACC001704,Recruitment,Recruitment,2,1,0
ACC001705,Recruitment,Recruitment,2,1,0
ACC001706,Recruitment,Recruitment,2,1,0
ACC001707,Recruitment,Recruitment,2,1,0
ACC001708,Recruitment,Recruitment,2,1,0
ACC001709,Recruitment,Recruitment,2,1,0
ACC001710,Recruitment,Recruitment,2,1,0
ACC001711,Recruitment,Recruitment,2,1,0
ACC001712,Recruitment,Recruitment,2,1,0
ACC001713,Recruitment,Recruitment,2,1,0
ACC001714,Recruitment,Recruitment,2,1,0
ACC001715,Recruitment,Recruitment,2,1,0
ACC001716,Recruitment,Recruitment,2,1,0
ACC001717,Recruitment,Recruitment,2,1,0
ACC001718,Recruitment,Normal,2,1,0
ACC001719,Recruitment,Recruitment,2,1,0
ACC001720,Recruitment,Recruitment,2,1,0
ACC001721,Recruitment,Recruitment,2,1,0
ACC001722,Recruitment,Recruitment,2,1,0
ACC001723,Recruitment,Recruitment,2,1,0
ACC001724,Recruitment,Recruitment,2,1,0
ACC001725,Recruitment,Recruitment,2,1,0
ACC001726,Recruitment,Recruitment,2,1,0
ACC001727,Recruitment,Recruitment,2,1,0
ACC001728,Recruitment,Recruitment,2,1,0
ACC001729,Recruitment,Recruitment,2,1,0
ACC001730,Recruitment,Recruitment,2,1,0
ACC001731,Recruitment,Normal,2,1,0
ACC001732,Recruitment,Recruitment,2,1,0
ACC001733,Recruitment,Recruitment,2,1,0
ACC001734,Recruitment,Recruitment,2,1,0
ACC001735,Laundering,Laundering,5,0,1
ACC001736,Recruitment,Recruitment,2,1,0
ACC001737,Recruitment,Recruitment,2,1,0
ACC001738,Recruitment,Recruitment,2,1,0
ACC001739,Recruitment,Recruitment,2,1,0
ACC001740,Recruitment,Recruitment,2,1,0
ACC001741,Recruitment,Recruitment,2,1,0
ACC001742,Recruitment,Recruitment,2,1,0
ACC001743,Recruitment,Recruitment,2,1,0
ACC001744,Recruitment,Recruitment,2,1,0
ACC001745,Recruitment,Recruitment,2,1,0
ACC001746,Recruitment,Recruitment,2,1,0
ACC001747,Recruitment,Recruitment,2,1,0
ACC001748,Recruitment,Recruitment,2,1,0
ACC001749,Recruitment,Recruitment,2,1,0
ACC001750,Recruitment,Recruitment,2,1,0
ACC001751,Recruitment,Recruitment,2,1,0
ACC001752,Recruitment,Recruitment,2,1,0
ACC001753,Recruitment,Recruitment,2,1,0
ACC001754,Recruitment,Normal,2,1,0
ACC001755,Recruitment,Normal,2,1,0
ACC001756,Laundering,Laundering,5,0,1
ACC001757,Recruitment,Normal,2,1,0
ACC001758,Recruitment,Recruitment,2,1,0
ACC001759,Recruitment,Recruitment,2,1,0
ACC001760,Recruitment,Recruitment,2,1,0
ACC001761,Recruitment,Recruitment,2,1,0
ACC001762,Recruitment,Recruitment,2,1,0
ACC001763,Recruitment,Recruitment,2,1,0
ACC001764,Laundering,Laundering,5,0,0
ACC001765,Recruitment,Recruitment,2,1,0
ACC001766,Recruitment,Recruitment,2,1,0
ACC001767,Recruitment,Recruitment,2,1,0
ACC001768,Recruitment,Recruitment,2,1,0
ACC001769,Laundering,Laundering,5,0,1
ACC001770,Recruitment,Recruitment,2,1,0
ACC001771,Recruitment,Recruitment,2,1,0
ACC001772,Recruitment,Recruitment,2,1,0
ACC001773,Laundering,Laundering,5,0,1
ACC001774,Recruitment,Recruitment,2,1,0
ACC001775,Recruitment,Recruitment,2,1,0
ACC001776,Recruitment,Recruitment,2,1,0
ACC001777,Recruitment,Recruitment,2,1,0
ACC001778,Recruitment,Recruitment,2,1,0
ACC001779,Recruitment,Recruitment,2,1,0
ACC001780,Recruitment,Normal,2,1,0
ACC001781,Recruitment,Recruitment,2,1,0
ACC001782,Recruitment,Recruitment,2,1,0
ACC001783,Recruitment,Recruitment,2,1,0
ACC001784,Recruitment,Recruitment,2,1,0
ACC001785,Recruitment,Recruitment,2,1,0
ACC001786,Recruitment,Recruitment,2,1,0
ACC001787,Recruitment,Recruitment,2,1,0
ACC001788,Recruitment,Recruitment,2,1,0
ACC001789,Recruitment,Recruitment,2,1,0
ACC001790,Recruitment,Recruitment,2,1,0
ACC001791,Laundering,Laundering,5,0,1
ACC001792,Recruitment,Recruitment,2,1,0
ACC001793,Recruitment,Recruitment,2,1,0
ACC001794,Recruitment,Recruitment,2,1,0
ACC001795,Laundering,Laundering,5,0,1
ACC001796,Recruitment,Recruitment,2,1,0
ACC001797,Recruitment,Normal,2,1,0
ACC001798,Recruitment,Normal,2,1,0
ACC001799,Recruitment,Recruitment,2,1,0
ACC001800,Recruitment,Recruitment,2,1,0
ACC001801,Recruitment,Recruitment,2,1,0
ACC001802,Recruitment,Recruitment,2,1,0
ACC001803,Recruitment,Recruitment,2,1,0
ACC001804,Recruitment,Recruitment,2,1,0
ACC001805,Laundering,Laundering,5,0,1
ACC001806,Recruitment,Recruitment,2,1,0
ACC001807,Recruitment,Recruitment,2,1,0
ACC001808,Recruitment,Recruitment,2,1,0
ACC001809,Recruitment,Recruitment,2,1,0
ACC001810,Recruitment,Recruitment,2,1,0
ACC001811,Recruitment,Recruitment,2,1,0
ACC001812,Recruitment,Normal,2,1,0
ACC001813,Recruitment,Recruitment,2,1,0
ACC001814,Recruitment,Recruitment,2,1,0
ACC001815,Recruitment,Recruitment,2,1,0
ACC001816,Recruitment,Normal,2,1,0
ACC001817,Recruitment,Recruitment,2,1,0
ACC001818,Recruitment,Recruitment,2,1,0
ACC001819,Recruitment,Recruitment,2,1,0
ACC001820,Recruitment,Recruitment,2,1,0
ACC001821,Recruitment,Normal,2,1,0
ACC001822,Recruitment,Recruitment,2,1,0
ACC001823,Recruitment,Recruitment,2,1,0
ACC001824,Recruitment,Recruitment,2,1,0
ACC001825,Recruitment,Recruitment,2,1,0
ACC001826,Recruitment,Recruitment,2,1,0
ACC001827,Recruitment,Recruitment,2,1,0
ACC001828,Laundering,Laundering,5,0,1
ACC001829,Laundering,Laundering,5,0,1
ACC001830,Recruitment,Recruitment,2,1,0
ACC001831,Laundering,Laundering,5,0,1
ACC001832,Recruitment,Recruitment,2,1,0
ACC001833,Recruitment,Recruitment,2,1,0
ACC001834,Recruitment,Recruitment,2,1,0
ACC001835,Recruitment,Recruitment,2,1,0
ACC001836,Laundering,Laundering,5,0,1
ACC001837,Recruitment,Recruitment,2,1,0
ACC001838,Recruitment,Recruitment,2,1,0
ACC001839,Recruitment,Recruitment,2,1,0
ACC001840,Recruitment,Recruitment,2,1,0
ACC001841,Recruitment,Recruitment,2,1,0
ACC001842,Recruitment,Recruitment,2,1,0
ACC001843,Recruitment,Normal,2,1,0
ACC001844,Recruitment,Recruitment,2,1,0
ACC001845,Recruitment,Recruitment,2,1,0
ACC001846,Recruitment,Recruitment,2,1,0
ACC001847,Recruitment,Recruitment,2,1,0
ACC001848,Recruitment,Recruitment,2,1,0
ACC001849,Recruitment,Recruitment,2,1,0
ACC001850,Recruitment,Recruitment,2,1,0
